,tunes
58,d4d2BdE2Bdd2BA|B2d2d4e2d2d4|e2g2d4G2e2A2e2|e2g2bagaa3d'ba2g||d4d2B2E2d2BdB2|B2d2d4e2d2d4|deg2d4G2e2A2e2|fef2e2f2ge3ge2g||d4g4g2f2e2g2|g2a2d'2abg2d2d4|d2a2d2e2g2e2a4|bd'2bd'2bag4g2f2||d4g2agd'2g2d2g2|d'2b2d'bd'2g2d2d4|d2g2d2f2d2B2A4|Bdedd2gfg2f2e4
59,d4d4G2A2B2e2|d2G2A2dBe2gfd2AG|a2e2d4fefgedfg|e2d2A4B2d2d4||d4d4G2A2dBe2|d2G2A2d2e2gfd2A2|fgf2e2d2dBdeed3|d2BdA4B2d2d2Bd||d4g2f2d2A2G2A2|G4ABd2e4e2d2|d2e2b2f2ded2A2d2|A4A4d4d4||d4g2efd2A2G2A2|GFAGB2d2e2dee2de|d4gf3d4dea2|e4d2B2B2d2d4
60,d4d2B2G2A2dB3|A2G2BdG2d2e2g2e2|d2B2d2A2BAd2a4|f2e2d2A2d4dBd2||d4d2B2G2A2B4|A2G2B2G2d2f2g2e2|d2B2d2A2A2d2a2ga|gfded2A2d2BAfe3||g4a2g2e2f2f2e2|d4d2e2f2a2e2d2|g4g4e2g2g2a2|g2e2d2B2d2G2fg3||g4g4e2f2f2e2|d4d2e2g4e2g2|d'2b2a2g2g2a2b2ag|f2e2d2B2d4d4
61,d4e2degeBdd2ab|geg2d4gageg2ed|bafgfedeed2fe2fg|e2g2g4d2g2e4||e2fed2e2e2d2edga|agdege2fa2e2e2ge|a2e2fae2eBe2afg2|g4g4d4ag3||bd'2be'3g'e'd'bd'd'b2d'|bg2abd'3a2g2f2ga|d'e'3e'd'bd'd'b3ed3|g4g2f2d2e2fga2||agd'2e'3f'f'e'a2a2d'2|a2b2d'4a2g2ga3|d'4d'4e4b2d'b|e2g2g2f2e2g2e2f2
62,e4fe2dd2B2A4|A2B2B2A2G4D2E2|d4d2A2BdGFB2E2|d4d2B2e2d2d2A2||e4fed2d2B2A4|A2B2B2A2G4D2E2|d4d2A2BdG2B2E2|d4d3Be2d2d4||g2d2e2g2a2gag2a2|a2g2f2g2ga3g2e2|e2g2d2f2g4g2f2|e2d2d4e2d2d4||g2e2e2g2a2g2g2a2|a2g2f2g2a4g2e2|e2f2d2f2a4g2f2|e2d2d4e2d2d4
63,de2dad'feabe2bd'g2|fef2bd'g2e2d2d2AG|fg2eg2d2g2fgg2fd'|gefgafebgf2gdBe2||e2fda4bd'2ad'2g2|fe3d'2a2e2d2d2A2|gf2eg2eda2gfa2ef|geged'g2agedGged2||abe2d'3e'g'e'd'2d'2a2|e'4e'f'e'2f'2d'2bd'bd'|d'e'd'2e'2d'2d'2bd'd'2ag|gag2d'3efe2fe2d2||a2bad'2e'2e'2d'2d'2ba|d'2e'2e'4f'2d'2d'2a2|e'4e'3d'd'4abag|fg2aad'2ge4d2ef
64,d2G2G2B2d2e2edfg|g2e2de2dfgfefged|e2d2d4d2f2ede2|fef2fegaedf2g2fe||d2G2G2B2ede2e4|agd2bafgg2e2e2f2|d2g2a2fggfa2fe3|e2gff2g2e4agfg||a4d'4d'4agab|d'2gad'2gef2d2d2e2|b2aba2d'bbd'bag2f2|f2g2g4def2f2g2||a2d'bd'4e'2d'2d'4|d'2agd'2a2e2d2d4|d2ega2d'bbd'3a2g2|e2f2g2a2a2f2e2fe
65,E2D2FGdBBd3d2ef|edfdded2Bd2AGAE2|BAGAE3AdABdBAd2|d2A2G2A2A2GAG4||F2D2F2d2d4d3e|ed3ed2edAdBD2EF|G2E2E2DEEDFGBGd2|d3eg2d2d3Bd4||d4A2d2e4dABd|de2gd2eBABdBGAG2|egdeAGBAd4GF3|B2d2BABAG2F2d2e2||d4B2d2d3ed4|d3ee3dGA3F2D2|D2EGG2dAG2A2FGd2|d4d2G2G4G4
66,efe2g2a2a2g2g4|g2e2fef2e2d2d4|e4e2d2ga3g2ef|a2gfe2g2f2e2d4||f2e2g2a2a2g2g4|age2gef2e2d2d4|e2d2edfea2d'bg2f2|baf2gfg2e2d2fed2||d'bd'2d'4ba3g3a|d'4e'2d'2b2a2a2d'b|a3bd'2b2d'2g2g4|a2g2efage2d2e2d2||d'4d'4b2a2g2a2|d'bd'2e'2d'2b2a2a2b2|a3bd'4d'2g2g2ba|a2g2efa2e4d2e2
67,e2f2g3fgag2e3d|d4d4dBe2d2e2|d2e2fedeg2e2e2d2|aba2f2e2e2d2d4||e2gfg4a2g2e4|d4d4dBe2d2e2|d2e2e2d2g2e2e2d2|b2a2f2d2e2d2d4||d'4d'2aba4bd'a2|d'4d'4abd'2d'4|d'4d'2a2g2a2a4|d'2a2g2d2f2d2d4||d'4d'2a2a4b2a2|d'4d'4b2d'2d'4|d'4d'2bd'd'2a2a3g|d'2a2g2d2efded4
68,ed2eede2A2e2d4|d4d4d4d4|d4BdAGBd3d2A2|efaba2g2e2g2e4||ed2ee4A2e2d4|d4d4d4d4|d4BdA2Bd3d2A2|feaba2g2e2f2e2de||a4b3afge2e2de|a2d'2d'ba2a2g2e2d2|g4g4e3dd4|e2d'2g2a2f2g2e4||a4b2a2fge2e4|a2d'2d'bg2a2g2e2d2|g2a2b2a2f2d2d4|feb2g2a2f2g2e4
69,d2B2g2d2e2ded2A2|d4d4e2a2g2fe|g2f2e4d2g2d2G2|d2efd4BAd2A4||d3Bg2d2fed2d2A2|d4d4e2a2g2fe|g2efe2ded2g2d2G2|d2f2d4B3dA2d2||d'2g2d'2g2a2g2d'2gf|d'2f2d'2gaa2e2e2g2|a2e2abd2gad2a2e2|d2e2e2d2d2B2A2d2||b2a2d'2g2b2g2d'2g2|d'bg2d'2a2a2e2e2g2|d'2e2g2f2e2d2d4|B2e2e2d2BdB2B4
70,e4f2e2ef3f2e2|d4B2d2A4A2d2|E2d2d4e4e4|d4B2G2d4d4||e4f2e2e2f2e4|d4BAd2BA3A2d2|E2d2d4e4e2d2|d4B2G2d4d4||d2f2g4e4e2f2|e2f2g2age2d2d4|d2f2a2fge2d2e2f2|e2d2dBG2d4d4||d2f2g4e4e3f|e2f2g2a2e2d2d4|e2f2a2g2e2d2e2f2|d4B2GAd4d4
71,"D2B,2B,2D2D2E2G2F2|F2G2A2F2AG3G2FG|D4B,3DD2F2E2D2|E2A2E2F2D2B,2B,2D2||D2A,2B,2D2D2E2G2E2|F2G2A2F2AG2AA4|GFD2DB,3D2FEE2D2|FEA2E2F2D2B,DB,2D2||d4d4B2F2G2F2|D2F2BAFGG4A4|AGF2A2G2E2D2G2E2|D2F2F2E2D2B,2B,2D2||B2d2d4d2GFE2F2|A4A4e2A2B2f2|e2BAd2B2EFdBA4|F2E2E4D3B,D2B,2"
72,A2d2f2g2abf2g3a|g2e2b2g2gaf2d3e|dBe2d2edg2edbd'e2|d'2g2g2eff2d2d4||A2d2e2g2a2g2g4|g2e2d'bg2g2f2d3e|d2e2d4g2e2d'2de|d'2fgg2e2f2d2d4||d'4d'b2d'e'd'3d'2ab|a2g2g2a2a2d'2e'2d'e'|d'4ab3d'4d'b2d'|a2g2f4f2d2d4||d'4bad'2e'd'3d'2b2|a2g2g2a2b2d'2e'2d'2|e'2d'2d'4e'2g'2e'2d'2|d'2a2a4g2d2d4
73,AB3E4D2E2G2d2|d2e2e2d2e2f2fged|d4G2E2D3EF2d2|A4A4E2D2D4||d2ABG2D2D2E2G2d2|d2e2e2d2e2fgf2e2|d2BdG2E2D4GFd2|A4A4E2D2D4||d4d2e2e2d2A2Bd|d3ee2feg2a2g2f2|e2f2e2g2f2e2A2d2|d2B2B2A2G2E2D4||d4d2e2e2d2A2d2|d3ee2f2g2a2g2f2|f4gfg2f3gd2gf|f2e2d4G2D2D3E
74,e3fg2f2ed3B2d2|d4efaegd'bfeafe|ag3af2ged2fe4|e4gfe2e2g2dBd2||fe3g2f2ed3B2d2|d2B2agdeba3eg2e|ge3bafgede2fede|edfea2efd4gede||d'4d'abd'd'4a4|d'4bd'bfgd'2ag2b2|ad'bd'd'2bgbd'2ba2g2|gag2gfe2ed3f2d2||d'4babd'd'4a4|d'4ad'aggbd'2g4|d'2bd'd'3aga3g4|degfage2e3ddBe2
75,g4g2f2e2d2d4|e2d2e2g2gabaa2g2|f2g2agefd4d2e2|a2fgg2e2d4d4||g4g2fged3d4|e2d2e2g2g2a2a2g2|f2g2agefd4d3e|a2f2g2e2d4d4||b4d'2e'2d'4d'4|d'4a4abd'2ab3|a2d'2d'2e'2d'4ad'3|bd'b2g4f2g2g2f2||b2d'2d'2e'2d'4d'2e'd'|bd'3a4b2d'ba2d'2|d'4d'4d'4d'4|d'2b2d'2g2a2d2d4
76,B2d2d4ededef2e|e4e4deA2G2E2|G2A2d2A2d4e2fg|afefd4BA2BB2A2||g2f2gag2e2d2e2f2|e4e4d2A2G2E2|G2A2d2A2d4d2Bd|e2A2d3eAGAGA2G2||B2fefg2fe2d2d4|d2e2g2efg2f2g2e2|g4a2f2d4e2g2|e2d2d4A4A3B||d2g2b2a2e2d2d4|d2e2g2d'2d'2a2g4|a2d'2d'2b2a2f2efgf|d4d2age4d4
77,d2AGA2G2AGB2d2GF|d2G2A2E2A2G2G2d2|e2d2A2d2d2g2e3d|g2e2e2d2e2d2d4||d2G2AG3AGd2d2GF|d2G2A2E2A2G2G2d2|fed2A2d2edage3d|g2e2e2d2e2d2d4||f4g2e2g2e2a2g2|a4a4g2e2e2g2|d2g2f2g2d'2f2d'2a2|g2d2d4e2d2d4||f4f2e2g2f2gag2|a4a4age2f4|d2e2d4d4e2f2|f2edd4e2d2d4
78,G4A4degee2d2|d4d2A2G4G3F|G4G4d3ee4|ed3BAd2d4d4||G4A4degffge2|d4d2GAG4GA2G|EF3A4d2e2e2d2|d4d2B2d4d4||d4e2d2e4ed3|d4d4G2E2E2D2|BAd2d4e2dee2d2|B2d2A2B2d4d4||d4d4e4ed3|d4d4G2F2E2D2|B2d2d4e4d4|d2B2B2A2d4d4
79,g3fabagabagd'4|a4agfggaf2g4|g3fa2e2a2bag2e2|g2f2e4d4d4||g2f2a4a2g2d'4|b2g2agf2a2f2gfg2|g2f2age2a2b2g2e2|g2efe4d4d4||a2g2g2edfg3f2g2|bagad'2abage2f4|a4a4f2d2d2e2|g2f2e4d4d4||a2g2g2edfg3f2a2|a2g2bd'b2a2e2f4|a4a4f2d2d2g2|g2f2e4d4d4
80,d4e2d2B4BdA2|D2AGB4B2A2GAFE|Ad2Fd2eded2fedeb|gde2edBgefe2e3f||d4e2d2B3dB2AB|D2G2d4d2AGG2E2|GBd2ded2d2edfedf|fd2Ad'e2ad3Ffd2e||d4g2agefe2e3f|A2d2abg2e2d2d2A2|d3ggfe2egegd'ae2|egf2e2adfde2ed2B||d4g4a2g2g2a2|b2a2g2a2e2d2d2A2|d3ge2g2egfgeg3|dedegad'eed2ed4
81,A4A4d4d2A2|B2F2A2E2d2e2gfd2|d2A2d2ABe4B3A|e2g2g2e2d2g2d4||A4A4d4d2A2|B2G2GAE2d2e2g2d2|d2A2d2A2e4B3A|e2gag2e2d2edgf3||g4a2f2a2g2f2ef|f2g2d'2a2a2e'2d'2a2|d'2g2g4b2fed'2g2|f2e2g2e2d4g4||g4a2f2a2g2e2g2|d'4e'2d'2e'2d'2a2d'2|d'2g2d'2a2fgd2d4|g4g2e2d2g2d3e
82,d4fgd2egAGe2A2|GF3B2d2efG2BAd2|d4e2d2d2A2g2f2|a2d'2feagf2a2g2f2||d4f2d2e2A2e2A2|G2F2B2d2e2GAB2d2|d4e2d2d2A2g2fe|a2d'2gfgae2ged'a3||d4a2e2e2a2ag3|f4a2e2e2d2d4|a2g2e2d2d2a2d'2b2|a2b2d2a2e2deb2g2||d2e2g2effea2g2f2|b2d'bba3f2d2d4|d'4a4f2g2d2B2|d2g2e2g2e2d'2a4
83,d4G4G4d4|ded2e2d2e2f2gfe2|d4dBA2A2d2d2f2|ed3d4B2d2d4||d4G4G4d4|e2d2e2d2e3ff3e|de2gag3ged2gf2g|e2d2d4B2dBd2Bd||d4e4f2g2e2d2|d4e2d2e4e4|d2e2f2g2g2f2d2e2|e2d2d4B2d2d4||d4e4g4e2d2|d4d4e4e4|d2e2efa2g4e2g2|d4d4B2d2d4
84,e2f2b2a2a4e2g2|d4e2fefgd2d2A2|e2g2e2aga2baf2ab|a2f2e2d2f2d2d4||fefeb2a2a4e2g2|d4e2f2f2d2d2A2|e2g2e2g2a4g2a2|a2f2e2d2f2d2d4||d'2fgb2abd'4d'2ba|d'2a2a2b2d'bf2f3e|e2gfa2b2d'e'd'2d'e'd'2|a2g2e2f2fed2d4||d'2g2a2bad'4d'2b2|d'2b2a2d'2d'2f2ef3|fge2e2agb2d'2d'4|a2g2e2f2e2d2d4
85,d4d4A2B2BdG2|d2ABd2G2deBAB3d|d4e2d2ede2d2G2|d2g2g2e2g4f2e2||d4d4A2d2BdG2|d2B2B2G2d2A2dBdB|d4e2d2e4d2G2|edg2g2edg2f2e4||f2d2f2g2a2f2a2g2|a3be'd'3d'bgag2a2|d2e2f2g2d'2e2d'2b2|f2g2g4g2f2e4||f2d2e2g2a2f2a2g2|b4d'4d'2g2g2a2|a2g2e4f2A2d2B2|d4d4f4e4
86,E2D2D2E2A2d2BAB2|d4Bd2AGAG2EDA2|A2F2D2E2GAG2GFG2|edABG2A2A4A4||E2D2D2E2A2d2B2A2|d4ABABAG3EDAB|A2E2GEDEA4F2E2|ABe2g2ded3Ad4||G4d2G2B2F2F4|d4dBA2G4G4|GAE2G2D2A2D2E4|d4AG3G2E2d2fg||G2AGd2G2d2G2F2G2|d4B2A2G4G4|G2E2G4FGD2E2AB|d4d2A2G4A4
87,d4g2d2g4e4|fg3g4ad'a2gag2|g4f2e2gag2e2d2|d4d4d4d4||d4g2d2g4e4|fg3g4b2a2ag3|g4agdebagafe3|d4d4d4d4||a2gad'2a2g4e4|gab2d'2a2b2d'2bd'3|d'4d'3agag2e2d2|d4d4d4d4||a4d'2a2g4de3|a2b2d'2a2b2d'bd'4|d'4d'3bg4e2de|d4d4d4d4
88,g2a2bag2f4a2d'2|a3ga2e2abg2e2de|gfa2a2e2fg2fe2ga|a3ga2g2e4d2ed||g2a2bagaf2e2a2d'2|bag2a2fea2g2e2d2|gfa2age2gf3e2g2|ba2ga2g2e2d2e2de||g4d'4b3agad'2|a2bd'd'4e'2d'2d'bd'2|agd'2e'2d'2bad'2abd'2|g2a2a2g2e2d2d2e2||gfagd'4ab2agad'2|a2b2d'4e'2d'2b4|d'4d'4d'2b2gad'2|g2a2a2g2efd2d2e2
89,gag2bd'b2ga2gg3f|e3dgabgfagffg2e|abagabg2g2fgfdea|ge3f3gb2a2a3g||a2gfd'2abag3g3f|e2d2bagaag3f2ge|a2g2d'2gaafegfd2f|ed2Aaf3d3Bgedf||a2d'bd'3ba3ggagf|d'4d'3bga2gfged|bd'3abd'aga3gagf|ea2gefd2g4e3f||d'4bd'3ga3a2gf|d'4d'4a2g2f2ed|b2d'2abd'bgag2fg2f|efgffgd'2gaf2e3f
90,G3FBd3g4e2d2|fe3bd'2ag3fefed|ed3d2Bdd2egd4|e4d4dBA2G4||G4ABedg4e2d2|feded'2a2agf2egde|d2A2gd3edf2e2d2|fe3fed2ABA2d2e2||d'2bd'agd'2d'bd'2a2g2|d'4a2bag2a2f2e2|ga2bg2d'ed'4bgde|efgfd4A2E2d2g2||d'4agabe'2d'2g4|d'4gad'ba2g2e2d2|de2agae'd'abd'2gfde|fe3e2d2B2A2AG3
91,ef2efgf2d2fegbag|e3dde2dBdG2F2E2|d4ded2d2fgg4|gf3ed2eA2B2A4||g2feg2egd2gfe2a2|ged2ed2eB2G2F2E2|d4d4d2g2gfef|g2e2e3fd3Bed3||a2d'bd'4a4d'4|a2d'bbd'2ag2e2e2de|ba3d'4ba3a2ba|g4e2d2ABG2d4||d'4d'3e'd'4abd'2|d'2bd'bd'2bg2e2e2d2|b2a2d'bd'2d'ba2a4|g4e2d2A4A4
92,e3dgabaad'2babd'b|f3ebd'2aegfee3d|egeddfgeaba2f2b2|d'2baa2g2ede2d4||e2d2g2babd'3b4|fed2d'2a2gfe2e2d2|gfd2g2fgb2g2bg2a|d'2a2bag2d4e2d2||gfgfa2bd'e'2d'2d'2ba|a2d'2bd'bge3dd2A2|e2feg2bad'4ab2a|abd'2a3gd4e2d2||g4a2d'2e'd'3d'2ba|a2d'2ab2ae2d2d2A2|e2f2g2agb2d'2g2d'2|bd'2ba3gded2d2e2
93,d3eA2G2GFG2GFA2|Bd3A2d2d2f2efe2|e4d2ABGFd2E2A2|G4G4G2F2F2G2||e2d2A2G2G4F2A2|Bd3A2d2d2f2e4|e4d2ABGFd2E2A2|G4G4G2F2F3G||g4e2g2d4A2B2|d2A2e4g2e2d2e2|f2a2d2f2d4G2A2|G2A2B2A2G2F2F4||g4edg2d4A2dB|d2B2e4g2e2d2e2|e2g2B2edd4G2A2|A4B2A2d2A2A4
94,d2A2F2B2F2A2A2B2|d4d2B2d2e2f2e2|d2B2G2d2A4G2A2|d2e2d4d4d4||d2A2F2B2F2A2A2B2|d4d2B2ede2f2e2|d2ABG2d2A4G2A2|d2e2d4d4d4||g2a2g2d'2a2g2e4|g4g2f2de3e2d2|e2g2g2a2a2g2e2g2|e4d4d4d4||g2a2g2b2a2g2e4|g4g2f2e4e2d2|e2g2g2a2a2g2e2a2|e4d4d4d4
95,f2gfg3fegfed4|d4d2edBdA2B4|d2edf2g2e2dfd3a|fd2ed3fe2d2fef2||g2e2g2fgf3ed4|d4d4d2A2ABdB|de2dg2e2d3eed2f|dAdAadegdAdAed3||de3g2aga4a2f2|abd'bd'3agbagfge2|efebgagdegegbgd2|df3e2gBd4d4||d2e2g2a2a4a2g2|ab3d'4b2a2f2e2|fgfbga2geg3e2g2|ded2egbed4d4
96,A2G2G2E2AG3A2B2|d2A2A2F2E2FGF2B2|feGAAGA2A2BAe4|d2B2B2A2G2E2F2E2||A2F2G2E2A2G2A2dB|d2A2A2F2E2FGF2d2|feGAA4A4fe3|d2B2B2A2G2E2E2G2||e4g2e2f2a2g2e2|e2d2e4f2e2e2g2|e4g2fea2g2e4|d4A4G2E2E2GA||e4g2e2f2a2g2e2|e2d2e2fef2e2e2g2|d'2f2f2e2aga2e4|d4ABA2G2F2F4
97,ABdAg2d2fgd2ga2g|fefdfg3gad2d4|e3dfgfeabe2d'aga|bg3gfeaga2bba3||d4fg2fa3fbaga|g2d2g2b2a2d2ed3|e2d2d'a2bd'2fea2e2|a2d2dBe2d3Baega||a2g2d'2g2gfgad'b2a|bagad'2a2d'ba2a2e2|d'bgab2agd'2g2d'4|d'4e'2d'bd'ba2b3a||a4bd'a2e'2d'2d'2ag|a2gad'2e'd'd'2g2g2f2|d'2a2d'2e'2d'2a2d'b2d'|d'4abe'd'd'4a2f2
98,d2A2B2A2d4d4|d4d2A2G2A2A2d2|d2A2A2B2d4g2e2|e2d2d2A2B2G2G4||d2A2B2A2d4d4|d4d2A2G2A2A2d2|d2A2A2d2f2g2a2e2|ed3d2A2B2G2G4||g4g2e2g4e2fg|g2d2f2d2e2d2B2d2|d2e2e2fga2e2g2f2|e2d2d2A2B2G2F2G2||g4g2e2g4e2f2|g2d2f2d2e2d2B2d2|d2e2d2g2a3gg2f2|e2d2d2A2B2G2G4
99,fgede2deA2ded2e2|e2d2B2d2e2f2e2d2|g2d2d2e2d2f2a2e2|g3aba3ba3gfg2||f2e2e2d2AGe2d2e2|f2d2B2d2edgfe2d2|g2d2d2e2dBf2a2e2|g3aba3b2e2d'gbd'||d'bd'2e'2d'2d'4d'4|a3bd'4gfgaa3b|a2d'2d'2b2d'4d'4|b2a2a2gabag2g2b2||d'bd'2e'2bd'd'4d'2e'2|e'd'e'd'e'2abf2aga4|d'4d'2b2d'2e'2d'4|a4a2g2b2a2g2a2
100,d3ed3eGFe2d3B|A2d2d4f2d2d4|d2e2d2BdF2e2d4|e2d'2a2g2gfe2d2f2||d2e2d4GFe2d4|A2d2d4f2d2d4|d2e2d2BdF2e2d4|gfa2agfgefd2ede2||e2g2b2d'2f2g2b2fg|d2g2a2bd'd'2b2b2g2|f2g2a2bagagfd'4|bd'3a2b2g2d2d2e2||f2g2b2d'2g4a4|a2e2a2d'2d'2b2b2g2|d'4d'2b2f2gfe4|bad'2g4a2g2e3d
101,B4A2F2G2E2E2BA|A2FGG2D2A4B2AB|dBd2d2Bdd4AGde|d4dBA2B2d2d4||B3AA2F2A2E2E2B2|A2FGG2D2A4B2A2|d4d2B2d4A2ed|d4d2A2B2d2d4||B2A2d4d4A2G2|A2G2B2d2e4d2e2|d4d2B2d2A2A2d2|e2d2d2B2B2d2d4||B2A2d2Bdd4A2G2|A2G2B2d2e4d2e2|d4d2B2d2A2A2d2|e2d2d2B2B2d2d4
102,d4d2A2A3BD2d2|DEGFA2d2d2e2e2f2|g2e2g2f2d2e2A2f2|e3de2d2d2a2d'ba2||d4d2A2A4E2AB|DEG2A2d2d2e2e2f2|g2efa2e2d2e2B2e2|e2d2d4d4ed3||A4d2A2d4A2GF|E2D2d2G2d2B2B3d|d2G2e2d2d4d4|g2e2e2d2B2d2f2e2||A4d2A2d4A2G2|E4dBG2d2B2B3d|d2A2e2d2d4G2d2|d2f2g2a2a2d'2a2ef
103,d4edAded2ef4|edega2d2ega2d'2g2|fed2dBd2d4e2f2|abd'2e'2d'e'e'2d'2g3a||g2d'aeabaagage2fe|e2g2d'2f2g2d'bd'2a2|gfd2d4d4gfde|d'2bad'4d'2edd'a2b||d'2b2e'2g'2g'e'd'2d'e'f'e'|ad'3d'2e'd'd'2f'2e'2d'2|d'e'd'2d'2f'e'd'2e'd'd'2f'e'|d'e'2d'gad'baga2g2a2||e'd'f'e'e'2f'g'g'f'e'2d'2f'e'|e'd'e'2d'2e'd'e'2f'e'e'2d'2|e'd'e'2e'2g'f'a2f'e'e'4|f'3e'd'2e'd'e'2g2a2ga
104,abfef2e2ga3ef3|g2e2e2d2d2f2age2|fed2d2edga2ge2f2|a2d'2d'2g2a2d'2gfg2||a2gee2fea2b2g2e2|age2e2d2d2f2a2e2|f2d2d4a2g2e2fe|a2d'2d'2a2agfed'bab||g2a2d'2ad'e'2d'e'd'4|a2d'2d'e'd'2a2g2f2g2|f2abb4e'2d'2d'2a2|d'2g2g2a2g4a3g||g2a2d'babe'4e'2d'2|bad'2d'e'd'2a2f2f2g2|a2d'bd'4b2d'2d'4|d'4d'4b2g2fga2
105,fgedd4d2gaf2g2|a2g2g2d2e2g2a2g2|e2d2d2B2ede2g2a2|g2e2a2e2e4e2d2||f2edd4d2a2e2g2|a2fgg2d2e2g2a2g2|e2d2d2B2ede2g2a2|g2e2a2e2e3ded2e||b2d'2d'2e'2d'2bd'd'4|agbd'd'4a2d'2a3b|bad'2d'4d'3ba4|g4g2e2f2d2d3e||d'4d'3e'd'4d'4|a2d'bb2d'2d'2baa4|d'4d'4e'2d'2d'4|b2a2g2e2f2d2d4
106,E2G2GAd2d4GAE2|A2E2A4d4d4|A2d2ed3d4d2eg|gfagf2e2d4d4||E2G2G2d2d4GAE2|B2DEA4d4d2Ad|A2B2ed3dedAdBdf|ag2fagd2d4d4||e4e2d2d4d4|f2g2g2edd4d4|d3fg3eed2ed2Ad|abagf2e2d4d4||e4e2d2ded2d4|f2g2g2e2d4d4|e2ded2edd4fga2|f2g2f2e2d4d4
107,e3fd4B2d2d2f2|efg2e2d2d4d4|ef3gfefedefd2e2|ed3d2G2G2A2A2d2||f2e2d2B2B2d2d2f2|f4e2d2d4d4|efe2e2d2AGd2BA3|dBA2B2A2G2A2A2GA||ABd2de2dd4A2d2|ede2e4e3dd4|d4e2d2B3AG2A2|d4A4G2B2B2A2||ABd2d2e2d4A2d2|d2e2e2f2e2d2d4|d4e2d2B2A2A2B2|B2d2d4d4d4
108,e2fegfded3ea2g2|dBf2f2d2de3f2d2|e2g2e2d2d3Bg4|a3gag2d'a3d'd2eg||gad'afabae2aggaef|ede2a2f2d2e2f2d2|e2g2e2d2d4agfg|d'2e2edb2badBbe2g||ba3d'4e'd'3d'2ga|f'e'ad'd'4e'd'3agad'|f'2d'2d'4f'2e'2d'e'2d'|ae'd'2e'2d'gafg2fefe||bab2d'4f'e'3abd'2|g'2f'2e'2d'2e'2a2g2d'b|f'e'd'2e'4e'3d'd'2e'2|d'e'd'2gd'e'bbagae3f
109,G2A2d2e2f4e3d|d4g4f2d2d2B2|F2d2d2e2a2f2geab|bag2e2g2ed3d4||G2A2dBe2gf3e2de|d4g4f2d2d2B2|F2d2d2e2a2efgfa2|d'bg2e2g2e2d2d4||b2d'2d'2b2a2g2fge2|e2g2ba3a2b2g2e2|a2d'2bd'3d'4d'2a2|b2a2efagd4d4||d'bd'2d'2a2a2bag2a2|d'2bd'g2a2b2d'ba2d'2|d'4d'2e'2d'2e'2d'2ba|bag2e2agd4d4
110,E4E2G2E2F2D2E2|G2F2A2FGE2D2D2FE|E2A2E2G2D2FGD2F2|A2d2A2G2E2D2D4||E4E2G2E2F2D2E2|G2F2A2FGE2D2D2E2|FEGAE2G2D2FGD2F2|A2d2A2G2E2D2D3E||d4e2ded4d3B|d4A2G2E2F2A2d2|g2d2B2d2d4e4|edg2d4B2A2GA3||d4e2d2e2d2d4|d4A2G2E2G2D4|E2d2e2d2B2d2G2FG|AG3G2D2D4D4
111,B4d4d2G2A2B2|B2F2G2A2d4d2G2|G2A2B4d2G2BAd2|e2d2d2A2A2G2G4||B4d4d2G2A2B2|d2F2G2A2d4d2G2|G2A2B4d2G2B2d2|e2d2d2A2A2G2G4||f4e2f2f2g2e2f2|f2d2d2B2d2B2B4|f3ge4e2f2f2ed|e2d2d2A2A2G2G4||f4e2f2f2g2e2f2|f2d2d2B2d2B2B4|g2a2b2a2a2b2a2f2|f2e2d2B2A2G2G4
112,d4d2g2e2A2deg2|e2fde3dd4d4|ede2edg2fgfed2b2|a2b2ag2agf2gd4||d4d2g2e2d2d2fg|fe3fe2fd4d4|e2d2ge2fg2e2edab|d'a3d'bg2fgd2fed2||e2d2g2abd'2abd'2bd'|d'4e'2d'2bagag2a2|e2a2d'2a2d'bg2ag2a|d'2abbagfed3g2d2||e4g2abd'2abd'2a2|b2d'2f'e'd'2d'2g2g4|d'4ab2ag2e2fgd'2|d'2b2a2gfe4d2ef
113,F2G2d2B2d2BAA2DE|F2D2D2E2G2D2D2E2|A2G2deA2d2AGFGFG|ed3dA2dd4d4||F2G2d2B2d2B2A2D2|F2D2D2FEG2D2D2E2|A2G2edA2d2A2EGE2|d3Bed2fd3Bed3||A2G2d2B2ed3d2B2|d2e2e2deA2d2d4|g2A2d2G2d2BAd2GA|de3d4dBd2e2d2||A2G2d4d4d2AB|d2f2g2a2a4e4|a2d'2g2a2e2a2A2d2|A2GAd4d4d4
114,d4e3fBAe2d2e2|d4g4f2d2B4|d4f2e2d4d2e2|g2a2a2gfe2d2d4||d4e3fBAe2d2e2|d4g4f2d2B2d2|d4g2e2d4d2e2|ag2aa2f2e2d2d4||d'4d'2e'2d'3ba2b2|d'3e'e'd'3d'ba2e2d2|d'4d'2e'2d'4a2d'2|a4g2e2f2d2d4||d'4d'2e'2d'2b2a2b2|d'2e'f'e'd'3d'2g2e3d|a2b2gfa2aga2a2ba|a2bag2e2f2d2d4
115,d3BB2A2d2f2g2e2|d4d4d2BdA2de|G2d2d4ef3g2d2|a2e2f2ede2d2d4||d4B2A2d2f2g2e2|deBdd4d2B2A2d2|G2d2d4f4g2d2|a2e2f2ede2d2d4||d2g2a2g2g2f2g2f2|e2g2a2g2a2e2d2e2|d2g2g4b2fgd'2a2|g2e2e2fefed2d4||e2g2a2g2g2f2g2f2|e2g2a2g2a2e2de3|d2f2g4bag2d'2b2|g2e2e2fee2d2d4
